user_id,final_outbreak,std_outbreak,attack_rate,epidemic_probability,peak_infection,time_to_peak,duration,R0,growth_rate,strength,pagerank,eigenvector_centrality,approximate_current_flow_betweenness,clustering
3529,1087.05,2.5194245374688244,0.9395419187554018,1.0,918.4,3.45,51.3,14.3,0.9545022038767913,766.6816810785971,0.0010463321557972615,0.03414055813974554,0.0012231557038632041,0.7073155830062876
1647,1087.0,2.4289915602982237,0.9394987035436474,1.0,913.65,3.7,53.25,13.15,0.9731353767343107,691.0714788920098,0.0009501783247623054,0.03154035632387592,0.0010901725188667548,0.7261095133003312
224,1086.95,2.7290108097990378,0.9394554883318929,1.0,921.4,3.85,53.3,9.75,1.0630821892042561,514.0144280587543,0.0007348800933628434,0.024650861577418217,0.0008907726391189525,0.7291930265975745
3341,1086.8,3.4146742157927745,0.9393258426966292,1.0,921.55,3.5,51.5,15.4,0.9361128017593053,804.3524749296823,0.0010970213433041745,0.03532823318729878,0.0013280700369775215,0.6941457671508983
2486,1086.75,4.0972551787751765,0.9392826274848747,1.0,922.95,3.25,53.6,16.35,0.9113591195006465,764.0837748032345,0.001042920168108143,0.03406040722886239,0.0012190316442525805,0.7083356027668924
6093,1086.75,3.6314597615834874,0.9392826274848747,1.0,926.85,3.35,50.95,19.05,0.8761221765766847,839.4208701132162,0.001152077549740583,0.0363509810972857,0.0014524133254286435,0.6795896410818724
3615,1086.7,3.1796226191169294,0.9392394122731201,1.0,921.5,3.45,51.6,16.25,0.9222340531950779,818.7037824681256,0.0011191006236372604,0.035748201228849405,0.0014159536451510846,0.6877436589048059
3764,1086.65,2.8332843133014376,0.9391961970613657,1.0,911.7,3.65,48.9,12.5,0.9825077229303453,731.4842225443631,0.001001151389814945,0.032963649120545224,0.001127997047390707,0.717521583949885
1033,1086.65,3.7319565913874184,0.9391961970613657,1.0,920.6,4.0,51.85,8.35,1.1136918300826557,440.17944951738633,0.0006470430826817583,0.021468634199293308,0.0007802024179840392,0.7184062233989011
6648,1086.65,3.0704234235688084,0.9391961970613657,1.0,922.35,3.45,51.55,14.95,0.9420997234872628,753.8786766097096,0.0010318351340758436,0.03368828570138359,0.0012084937814114546,0.7093355121045168
2414,1086.55,3.7745860700214537,0.9391097666378565,1.0,916.4,3.8,49.4,9.95,1.0495925124446717,511.00164897941585,0.0007312924714192294,0.024534019611795566,0.0008750507310028454,0.7299546660389886
1683,1086.55,2.7472713735632306,0.9391097666378565,1.0,917.8,3.45,48.4,18.45,0.8887449864227939,879.7606383695253,0.00123621704679739,0.03751065781259649,0.0015426953096350279,0.6635705469921378
1919,1086.5,2.0615528128088303,0.939066551426102,1.0,918.55,3.65,48.5,13.65,0.9718708352328849,677.7683820661364,0.0009329127743003466,0.031101852825265005,0.0010802723259796105,0.7325333086891269
4969,1086.5,3.2171415884290826,0.939066551426102,1.0,917.8,3.65,48.65,13.4,0.9742175566771843,610.0057095792994,0.0008505035367365515,0.0284846908022398,0.0010131061906932636,0.7341149191385973
